date,pollution_today
11-02-2011,62.20833333
12-02-2011,27.58333333
13-02-2011,73.625
14-02-2011,33.125
15-02-2011,202.2083333
16-02-2011,268.875
17-02-2011,209.625
18-02-2011,192.5833333
19-02-2011,189.25
20-02-2011,349.4583333
21-02-2011,493.9166667
22-02-2011,401.4583333
23-02-2011,416.6666667
24-02-2011,143.4583333
25-02-2011,70.91666667
26-02-2011,76.25
27-02-2011,58.54166667
28-02-2011,19.625
01-03-2011,23.5
02-03-2011,25.5
03-03-2011,15.70833333
04-03-2011,59.375
05-03-2011,96.95833333
06-03-2011,14.77083333
07-03-2011,17.97916667
08-03-2011,17.20833333
09-03-2011,20.27083333
10-03-2011,48.70833333
11-03-2011,92.95833333
12-03-2011,275.5416667
13-03-2011,175.2083333
14-03-2011,14.70833333
15-03-2011,15.95833333
16-03-2011,38.41666667
17-03-2011,114.2762681
18-03-2011,106.9619565
19-03-2011,77.48369565
20-03-2011,48.00543478
21-03-2011,22.62681159
22-03-2011,17.41666667
23-03-2011,21.625
24-03-2011,10.625
25-03-2011,21.04166667
26-03-2011,61.66666667
27-03-2011,22.70833333
28-03-2011,45.66666667
29-03-2011,79.83333333
30-03-2011,101.625
31-03-2011,201.9166667
01-04-2011,46.72916667
02-04-2011,60.35416667
03-04-2011,126.4166667
04-04-2011,126
05-04-2011,207.6666667
06-04-2011,145.9056604
07-04-2011,96.5
08-04-2011,45.46933962
09-04-2011,92.625
10-04-2011,22.25
11-04-2011,19.91666667
12-04-2011,101.7916667
13-04-2011,168.1666667
14-04-2011,93.29166667
15-04-2011,35.77083333
16-04-2011,68.54166667
17-04-2011,60.20833333
18-04-2011,16.60416667
19-04-2011,76.5
20-04-2011,142.3333333
21-04-2011,94.89583333
22-04-2011,48
23-04-2011,25.91666667
24-04-2011,17.9375
25-04-2011,110.4583333
26-04-2011,76.29166667
27-04-2011,44.45833333
28-04-2011,101.6666667
29-04-2011,166.3125
30-04-2011,163.875
01-05-2011,68
02-05-2011,24.20833333
03-05-2011,20.33333333
04-05-2011,66.25
05-05-2011,109.3333333
06-05-2011,52.79166667
07-05-2011,32.10416667
08-05-2011,60.5
09-05-2011,51.66666667
10-05-2011,33.625
11-05-2011,104.5416667
12-05-2011,42.54166667
13-05-2011,31.75
14-05-2011,30.41666667
15-05-2011,39.41666667
16-05-2011,52.83333333
17-05-2011,146.0416667
18-05-2011,184.1666667
19-05-2011,12.70833333
20-05-2011,33.08333333
21-05-2011,41.95833333
22-05-2011,65.04166667
23-05-2011,103.6666667
24-05-2011,69.20833333
25-05-2011,60.875
26-05-2011,105.6486111
27-05-2011,102.3722222
28-05-2011,143.3333333
29-05-2011,107.7916667
30-05-2011,57.04166667
31-05-2011,13.45833333
01-06-2011,17.5
02-06-2011,77.95833333
03-06-2011,30.125
04-06-2011,40.375
05-06-2011,84.83333333
06-06-2011,95.20833333
07-06-2011,140.2916667
08-06-2011,27.16666667
09-06-2011,129.375
10-06-2011,115.8333333
11-06-2011,67.45833333
12-06-2011,22
13-06-2011,86.79166667
14-06-2011,153.7916667
15-06-2011,147.2083333
16-06-2011,115.7083333
17-06-2011,100.5416667
18-06-2011,182.5833333
19-06-2011,196.375
20-06-2011,180.125
21-06-2011,146.375
22-06-2011,250.7916667
23-06-2011,139.5416667
24-06-2011,26.95833333
25-06-2011,33.29166667
26-06-2011,52.16666667
27-06-2011,58.45833333
28-06-2011,140.125
29-06-2011,231.9583333
30-06-2011,143.1666667
01-07-2011,141.1666667
02-07-2011,158.8333333
03-07-2011,110.5
04-07-2011,64.58333333
05-07-2011,121.875
06-07-2011,171.375
07-07-2011,28.79166667
08-07-2011,23.20833333
09-07-2011,22
10-07-2011,82.66666667
11-07-2011,193.2083333
12-07-2011,110.9583333
13-07-2011,95.375
14-07-2011,104.6666667
15-07-2011,74.25
16-07-2011,75.75
17-07-2011,102.125
18-07-2011,103.9583333
19-07-2011,102.5833333
20-07-2011,42.33333333
21-07-2011,90.41666667
22-07-2011,167.75
23-07-2011,288.25
24-07-2011,240.9583333
25-07-2011,48.95833333
26-07-2011,50.16666667
27-07-2011,63.95833333
28-07-2011,202.9166667
29-07-2011,140.9166667
30-07-2011,40.875
31-07-2011,68.74088542
01-08-2011,93.1015625
02-08-2011,76.2265625
03-08-2011,62.32682292
04-08-2011,104.5833333
05-08-2011,150.5
06-08-2011,108.875
07-08-2011,108.8333333
08-08-2011,103.8333333
09-08-2011,168.1331522
10-08-2011,51.63768116
11-08-2011,98.875
12-08-2011,133.75
13-08-2011,120.625
14-08-2011,104.2083333
15-08-2011,119.0833333
16-08-2011,15.41666667
17-08-2011,51.20833333
18-08-2011,20.125
19-08-2011,58.33333333
20-08-2011,77.75
21-08-2011,85.08333333
22-08-2011,106.5
23-08-2011,111.7916667
24-08-2011,108.6458333
25-08-2011,99.29166667
26-08-2011,91
27-08-2011,90.125
28-08-2011,86.25
29-08-2011,120.0625
30-08-2011,164.9166667
31-08-2011,235.1666667
01-09-2011,38.91666667
02-09-2011,55.20833333
03-09-2011,84.54166667
04-09-2011,91.45833333
05-09-2011,90.375
06-09-2011,112.25
07-09-2011,163.2083333
08-09-2011,38.20833333
09-09-2011,21.29166667
10-09-2011,21.625
11-09-2011,43.45833333
12-09-2011,120.5833333
13-09-2011,120.0416667
14-09-2011,155.9166667
15-09-2011,156.1666667
16-09-2011,23.16666667
17-09-2011,17.91666667
18-09-2011,21.5
19-09-2011,28.70833333
20-09-2011,37
21-09-2011,39.5
22-09-2011,50.16666667
23-09-2011,116.4166667
24-09-2011,148.3333333
25-09-2011,260.3333333
26-09-2011,220.4166667
27-09-2011,216.5416667
28-09-2011,289.125
29-09-2011,58.75
30-09-2011,25
01-10-2011,41.5
02-10-2011,23.66666667
03-10-2011,31.90333333
04-10-2011,48.78
05-10-2011,84.3
06-10-2011,119.82
07-10-2011,148.3633333
08-10-2011,189.5
09-10-2011,359.4583333
10-10-2011,80.16666667
11-10-2011,111.375
12-10-2011,229.5833333
13-10-2011,100.0416667
14-10-2011,13.20833333
15-10-2011,14.33333333
16-10-2011,15.91666667
17-10-2011,30.375
18-10-2011,91.08333333
19-10-2011,171.75
20-10-2011,287.2083333
21-10-2011,252.5
22-10-2011,314.2083333
23-10-2011,192.0416667
24-10-2011,18.1875
25-10-2011,40.75
26-10-2011,164.1083333
27-10-2011,215.4541667
28-10-2011,174.5833333
29-10-2011,231.4166667
30-10-2011,285.7916667
31-10-2011,246.25
01-11-2011,214.5833333
02-11-2011,41.375
03-11-2011,67.16666667
04-11-2011,99.25
05-11-2011,29.875
06-11-2011,65.16666667
07-11-2011,57.45833333
08-11-2011,55.375
09-11-2011,37.20833333
10-11-2011,65.91666667
11-11-2011,150.0416667
12-11-2011,57.33333333
13-11-2011,26.79166667
14-11-2011,143.0416667
15-11-2011,208.25
16-11-2011,218.4583333
17-11-2011,121.2916667
18-11-2011,86.16666667
19-11-2011,23.5
20-11-2011,53.08333333
21-11-2011,137.5833333
22-11-2011,167.2083333
23-11-2011,19.45833333
24-11-2011,177.7083333
25-11-2011,213.3333333
26-11-2011,247.0833333
27-11-2011,225.7916667
28-11-2011,138.625
29-11-2011,63.625
30-11-2011,95.77083333
01-12-2011,158.0416667
02-12-2011,320.625
03-12-2011,125.5
04-12-2011,259.2916667
05-12-2011,320.4583333
06-12-2011,239.2916667
07-12-2011,127.5833333
08-12-2011,11.04166667
09-12-2011,18.20833333
10-12-2011,34.29166667
11-12-2011,84.66666667
12-12-2011,48.08333333
13-12-2011,159.6666667
14-12-2011,14.45833333
15-12-2011,14.54166667
16-12-2011,23.04166667
17-12-2011,106.9583333
18-12-2011,54.08333333
19-12-2011,57.75
20-12-2011,87.91666667
21-12-2011,24.22916667
22-12-2011,27.25
23-12-2011,58.125
24-12-2011,39.41666667
25-12-2011,86.79166667
26-12-2011,135.4166667
27-12-2011,198.625
28-12-2011,171.7916667
29-12-2011,61.375
30-12-2011,132.7916667
31-12-2011,159
01-01-2012,78.95833333
02-01-2012,67.58333333
03-01-2012,14.79166667
04-01-2012,30.66666667
05-01-2012,113.0833333
06-01-2012,119.5
07-01-2012,112.75
08-01-2012,165.5416667
09-01-2012,173.5416667
10-01-2012,246.3333333
11-01-2012,50.91666667
12-01-2012,155.25
13-01-2012,59.20833333
14-01-2012,70.475
15-01-2012,111.0866667
16-01-2012,181.8066667
17-01-2012,281.0483333
18-01-2012,397.9583333
19-01-2012,426.7916667
20-01-2012,58.66666667
21-01-2012,15.45833333
22-01-2012,48.04166667
23-01-2012,199.875
24-01-2012,21.375
25-01-2012,61.5
26-01-2012,109.75
27-01-2012,73.625
28-01-2012,86.75
29-01-2012,46.58333333
30-01-2012,117.9166667
31-01-2012,76.375
01-02-2012,18.54166667
02-02-2012,28.20833333
03-02-2012,71.04166667
04-02-2012,35.25
05-02-2012,127.875
06-02-2012,79.79166667
07-02-2012,18.04166667
08-02-2012,14.83333333
09-02-2012,47.54166667
10-02-2012,25.70833333
11-02-2012,87.79166667
12-02-2012,106.5416667
13-02-2012,203.5416667
14-02-2012,112.7916667
15-02-2012,112.0416667
16-02-2012,13.58333333
17-02-2012,13.75
18-02-2012,32.41666667
19-02-2012,70.04166667
20-02-2012,145.0833333
21-02-2012,117.3333333
22-02-2012,167.7916667
23-02-2012,23.45833333
24-02-2012,96.04166667
25-02-2012,22.58333333
26-02-2012,58.91666667
27-02-2012,189.9583333
28-02-2012,208.5833333
29-02-2012,216.4583333
01-03-2012,253.1666667
02-03-2012,127.1666667
03-03-2012,94.04166667
04-03-2012,127.875
05-03-2012,172.625
06-03-2012,21.25
07-03-2012,20.0625
08-03-2012,17.33333333
09-03-2012,90.125
10-03-2012,39.25
11-03-2012,20.91666667
12-03-2012,71.95833333
13-03-2012,116.4583333
14-03-2012,30.79166667
15-03-2012,96.58333333
16-03-2012,269.75
17-03-2012,202.625
18-03-2012,44.08333333
19-03-2012,99.45833333
20-03-2012,132.9583333
21-03-2012,275.125
22-03-2012,172.75
23-03-2012,31.91666667
24-03-2012,18.70833333
25-03-2012,40.41666667
26-03-2012,153.625
27-03-2012,116.9166667
28-03-2012,49.16666667
29-03-2012,47.75
30-03-2012,15.79166667
31-03-2012,26.54166667
01-04-2012,57.04166667
02-04-2012,42.25
03-04-2012,21.29166667
04-04-2012,16.625
05-04-2012,16.375
06-04-2012,29.625
07-04-2012,74
08-04-2012,54.04166667
09-04-2012,123.0833333
10-04-2012,63.70833333
11-04-2012,19.25
12-04-2012,32.25
13-04-2012,54.29166667
14-04-2012,58.875
15-04-2012,74.45833333
16-04-2012,32.45833333
17-04-2012,120.9166667
18-04-2012,157.7916667
19-04-2012,110.875
20-04-2012,145.9166667
21-04-2012,167
22-04-2012,167.3333333
23-04-2012,251.9166667
24-04-2012,97.875
25-04-2012,19.54166667
26-04-2012,73.45833333
27-04-2012,76.66666667
28-04-2012,110.2083333
29-04-2012,179.5416667
30-04-2012,174.2916667
01-05-2012,184.125
02-05-2012,98.45833333
03-05-2012,71.16666667
04-05-2012,117.9166667
05-05-2012,96.20833333
06-05-2012,106.1666667
07-05-2012,87.20833333
08-05-2012,83.79166667
09-05-2012,110.375
10-05-2012,177.25
11-05-2012,157.625
12-05-2012,104.875
13-05-2012,136.7083333
14-05-2012,46.375
15-05-2012,33.875
16-05-2012,28.375
17-05-2012,56.125
18-05-2012,92.16666667
19-05-2012,151.1331301
20-05-2012,131.6219512
21-05-2012,140.3699187
22-05-2012,87.91666667
23-05-2012,32.95833333
24-05-2012,34.04166667
25-05-2012,53.83333333
26-05-2012,80.54166667
27-05-2012,114.2083333
28-05-2012,128.8125
29-05-2012,70.625
30-05-2012,13.5
31-05-2012,65.70833333
01-06-2012,76.58333333
02-06-2012,126.4166667
03-06-2012,167.1666667
04-06-2012,114.1666667
05-06-2012,59.5
06-06-2012,148.9583333
07-06-2012,64.54166667
08-06-2012,73.5
09-06-2012,111.875
10-06-2012,13.125
11-06-2012,28.41666667
12-06-2012,22.33333333
13-06-2012,69.875
14-06-2012,10.04166667
15-06-2012,11.20833333
16-06-2012,24.29166667
17-06-2012,75.91666667
18-06-2012,174.375
19-06-2012,181.8333333
20-06-2012,180.9166667
21-06-2012,181.9583333
22-06-2012,103.1875
23-06-2012,165.625
24-06-2012,166.8541667
25-06-2012,90.75
26-06-2012,109.8333333
27-06-2012,68.875
28-06-2012,113.125
29-06-2012,85.5
30-06-2012,70.45833333
01-07-2012,131.625
02-07-2012,41.47916667
03-07-2012,32.91666667
04-07-2012,88.33333333
05-07-2012,97.08333333
06-07-2012,119.125
07-07-2012,162.1666667
08-07-2012,145.125
09-07-2012,96.875
10-07-2012,47.125
11-07-2012,64.04166667
12-07-2012,22.83333333
13-07-2012,24.91666667
14-07-2012,31.625
15-07-2012,40.875
16-07-2012,76.45833333
17-07-2012,81.89583333
18-07-2012,87.70833333
19-07-2012,121.9583333
20-07-2012,198.5416667
21-07-2012,171.625
22-07-2012,16
23-07-2012,31.95833333
24-07-2012,66.41666667
25-07-2012,84.29166667
26-07-2012,57.16666667
27-07-2012,82.8125
28-07-2012,106.3800926
29-07-2012,85.43333333
30-07-2012,52.29074074
31-07-2012,26.27083333
01-08-2012,12.58333333
02-08-2012,18.95833333
03-08-2012,56.66666667
04-08-2012,25.29166667
05-08-2012,47
06-08-2012,64.33333333
07-08-2012,67.08333333
08-08-2012,77.33333333
09-08-2012,38.08333333
10-08-2012,77.04166667
11-08-2012,94.57655039
12-08-2012,42.51162791
13-08-2012,22.95348837
14-08-2012,55.02083333
15-08-2012,52.375
16-08-2012,74.08333333
17-08-2012,124.0416667
18-08-2012,176.1294444
19-08-2012,126.42
20-08-2012,66.58
21-08-2012,17.99555556
22-08-2012,19.83333333
23-08-2012,77.20833333
24-08-2012,85.625
25-08-2012,124.9166667
26-08-2012,155.7083333
27-08-2012,67
28-08-2012,84
29-08-2012,103.7916667
30-08-2012,239.0833333
31-08-2012,185.4583333
01-09-2012,160.7083333
02-09-2012,33.95833333
03-09-2012,9.458333333
04-09-2012,13.25
05-09-2012,32.29166667
06-09-2012,90.375
07-09-2012,85.66666667
08-09-2012,49.29166667
09-09-2012,110.4583333
10-09-2012,131.2083333
11-09-2012,107.2083333
12-09-2012,20.45833333
13-09-2012,14.625
14-09-2012,17
15-09-2012,33.08333333
16-09-2012,55.625
17-09-2012,42.41666667
18-09-2012,32.79166667
19-09-2012,51.79166667
20-09-2012,112.4166667
21-09-2012,152.625
22-09-2012,106.4166667
23-09-2012,108.25
24-09-2012,63.625
25-09-2012,63
26-09-2012,25.95833333
27-09-2012,44.8125
28-09-2012,3.166666667
29-09-2012,14.20833333
30-09-2012,14.625
01-10-2012,51.25
02-10-2012,148.5
03-10-2012,73.1875
04-10-2012,12.79166667
05-10-2012,43.75
06-10-2012,95.875
07-10-2012,126.125
08-10-2012,252.5416667
09-10-2012,124.5416667
10-10-2012,16.625
11-10-2012,127.375
12-10-2012,167.625
13-10-2012,43.33333333
14-10-2012,40.83333333
15-10-2012,103.0833333
16-10-2012,42.14583333
17-10-2012,22.70833333
18-10-2012,60.08333333
19-10-2012,169.3333333
20-10-2012,213.4791667
21-10-2012,48.41666667
22-10-2012,26.29166667
23-10-2012,72.625
24-10-2012,108.7916667
25-10-2012,191.3333333
26-10-2012,279.875
27-10-2012,158.4166667
28-10-2012,24.625
29-10-2012,39.70833333
30-10-2012,30.8125
31-10-2012,27.75
01-11-2012,94.95833333
02-11-2012,161.2916667
03-11-2012,148.75
04-11-2012,19.375
05-11-2012,26.95833333
06-11-2012,80.95833333
07-11-2012,67.45833333
08-11-2012,53.16666667
09-11-2012,105.1666667
10-11-2012,77
11-11-2012,11.79166667
12-11-2012,21.04166667
13-11-2012,13.04166667
14-11-2012,35.875
15-11-2012,143.125
16-11-2012,121.0416667
17-11-2012,63.625
18-11-2012,130
19-11-2012,30.25992063
20-11-2012,81.24007937
21-11-2012,259.6666667
22-11-2012,160.5833333
23-11-2012,42.125
24-11-2012,150.5
25-11-2012,160.6666667
26-11-2012,27.375
27-11-2012,185.25
28-11-2012,23.08333333
29-11-2012,69.04166667
30-11-2012,36.25
01-12-2012,81.375
02-12-2012,235.0833333
03-12-2012,69.04166667
04-12-2012,91.91666667
05-12-2012,14.20833333
06-12-2012,70
07-12-2012,59.83333333
08-12-2012,13.16666667
09-12-2012,21.6875
10-12-2012,71.33333333
11-12-2012,137.0416667
12-12-2012,196.375
13-12-2012,222.7083333
14-12-2012,208.2916667
15-12-2012,261.5833333
16-12-2012,139.875
17-12-2012,32.54166667
18-12-2012,37.79166667
19-12-2012,191.875
20-12-2012,240.0208333
21-12-2012,130.1666667
22-12-2012,24.375
23-12-2012,22.7014974
24-12-2012,57.98828125
25-12-2012,94.17578125
26-12-2012,130.3632813
27-12-2012,166.5507813
28-12-2012,214.4078776
29-12-2012,44.20833333
30-12-2012,18.33333333
31-12-2012,86.83333333
01-01-2013,16.5
02-01-2013,18.45833333
03-01-2013,24.5
04-01-2013,78.79166667
05-01-2013,66.41666667
06-01-2013,131.0833333
07-01-2013,144.1666667
08-01-2013,131.75
09-01-2013,50.16666667
10-01-2013,242.9166667
11-01-2013,363.75
12-01-2013,541.8958333
13-01-2013,432.5
14-01-2013,306.0833333
15-01-2013,114.3333333
16-01-2013,118.9791667
17-01-2013,65.16666667
18-01-2013,271.5416667
19-01-2013,202.9166667
20-01-2013,104.2083333
21-01-2013,150.2083333
22-01-2013,184.3333333
23-01-2013,386.3333333
24-01-2013,28.91666667
25-01-2013,69.45833333
26-01-2013,157.4583333
27-01-2013,308.3333333
28-01-2013,399.375
29-01-2013,440.1666667
30-01-2013,278.125
31-01-2013,181.3333333
01-02-2013,39.125
02-02-2013,44.91666667
03-02-2013,184.6666667
04-02-2013,42.58333333
05-02-2013,90.83333333
06-02-2013,99.875
07-02-2013,12.41666667
08-02-2013,56.45833333
09-02-2013,190.125
